,concept:name,lifecycle:transition,org:resource,time:timestamp,RESOURCE,ROUND,EVENTID,ACTIVITY,STAGE,VIDEOSTART,VIDEOEND,case:concept:name,case:variant,case:variant-index,case:creator
263,Get in sterile clothes,complete,R_21_1F,2019-01-17 01:04:00+11:00,R_21_1F,Post,1547693091677,Get in sterile clothes,Operator and Patient Preparation,159,253,1547693943698-video_1.f_CVC,Variant 5,5,Fluxicon Disco
264,Prepare implements,start,R_21_1F,2019-01-17 01:04:00+11:00,R_21_1F,Post,1547693149682,Prepare implements,Operator and Patient Preparation,256,280,1547693943698-video_1.f_CVC,Variant 5,5,Fluxicon Disco
265,Prepare implements,complete,R_21_1F,2019-01-17 01:04:00+11:00,R_21_1F,Post,1547693149682,Prepare implements,Operator and Patient Preparation,256,280,1547693943698-video_1.f_CVC,Variant 5,5,Fluxicon Disco
266,Clean puncture area,start,R_21_1F,2019-01-17 01:04:00+11:00,R_21_1F,Post,1547693171746,Clean puncture area,Operator and Patient Preparation,282,301,1547693943698-video_1.f_CVC,Variant 5,5,Fluxicon Disco
267,Clean puncture area,complete,R_21_1F,2019-01-17 01:05:00+11:00,R_21_1F,Post,1547693171746,Clean puncture area,Operator and Patient Preparation,282,301,1547693943698-video_1.f_CVC,Variant 5,5,Fluxicon Disco
268,Drap puncture area,start,R_21_1F,2019-01-17 01:05:00+11:00,R_21_1F,Post,1547693188878,Drap puncture area,Operator and Patient Preparation,304,328,1547693943698-video_1.f_CVC,Variant 5,5,Fluxicon Disco
269,Drap puncture area,complete,R_21_1F,2019-01-17 01:05:00+11:00,R_21_1F,Post,1547693188878,Drap puncture area,Operator and Patient Preparation,304,328,1547693943698-video_1.f_CVC,Variant 5,5,Fluxicon Disco
270,Prepare implements,start,R_21_1F,2019-01-17 01:05:00+11:00,R_21_1F,Post,1547693217267,Prepare implements,Operator and Patient Preparation,333,419,1547693943698-video_1.f_CVC,Variant 5,5,Fluxicon Disco
271,Prepare implements,complete,R_21_1F,2019-01-17 01:06:00+11:00,R_21_1F,Post,1547693217267,Prepare implements,Operator and Patient Preparation,333,419,1547693943698-video_1.f_CVC,Variant 5,5,Fluxicon Disco
272,Cover probe,start,R_21_1F,2019-01-17 01:07:00+11:00,R_21_1F,Post,1547693300822,Cover probe,Ultrasound Preparation,432,557,1547693943698-video_1.f_CVC,Variant 5,5,Fluxicon Disco
273,Gel in probe,start,R_21_1F,2019-01-17 01:08:00+11:00,R_21_1F,Post,1547693347988,Gel in probe,Ultrasound Preparation,497,512,1547693943698-video_1.f_CVC,Variant 5,5,Fluxicon Disco
274,Gel in probe,complete,R_21_1F,2019-01-17 01:08:00+11:00,R_21_1F,Post,1547693347988,Gel in probe,Ultrasound Preparation,497,512,1547693943698-video_1.f_CVC,Variant 5,5,Fluxicon Disco
275,Cover probe,complete,R_21_1F,2019-01-17 01:09:00+11:00,R_21_1F,Post,1547693300822,Cover probe,Ultrasound Preparation,432,557,1547693943698-video_1.f_CVC,Variant 5,5,Fluxicon Disco
276,Put sterile gel,start,R_21_1F,2019-01-17 01:09:00+11:00,R_21_1F,Post,1547693415529,Put sterile gel,Ultrasound Preparation,565,571,1547693943698-video_1.f_CVC,Variant 5,5,Fluxicon Disco
277,Put sterile gel,complete,R_21_1F,2019-01-17 01:09:00+11:00,R_21_1F,Post,1547693415529,Put sterile gel,Ultrasound Preparation,565,571,1547693943698-video_1.f_CVC,Variant 5,5,Fluxicon Disco
278,Position probe,start,R_21_1F,2019-01-17 01:10:00+11:00,R_21_1F,Post,1547693458167,Position probe,Ultrasound Preparation,608,626,1547693943698-video_1.f_CVC,Variant 5,5,Fluxicon Disco
279,Position probe,complete,R_21_1F,2019-01-17 01:10:00+11:00,R_21_1F,Post,1547693458167,Position probe,Ultrasound Preparation,608,626,1547693943698-video_1.f_CVC,Variant 5,5,Fluxicon Disco
280,Ultrasound configuration,start,R_21_1F,2019-01-17 01:10:00+11:00,R_21_1F,Post,1547693485367,Ultrasound configuration,Ultrasound Preparation,635,680,1547693943698-video_1.f_CVC,Variant 5,5,Fluxicon Disco
281,Ultrasound configuration,complete,R_21_1F,2019-01-17 01:11:00+11:00,R_21_1F,Post,1547693485367,Ultrasound configuration,Ultrasound Preparation,635,680,1547693943698-video_1.f_CVC,Variant 5,5,Fluxicon Disco
282,Compression identification,start,R_21_1F,2019-01-17 01:11:00+11:00,R_21_1F,Post,1547693512064,Compression identification,Locate Structures,662,662,1547693943698-video_1.f_CVC,Variant 5,5,Fluxicon Disco
283,Compression identification,complete,R_21_1F,2019-01-17 01:11:00+11:00,R_21_1F,Post,1547693512064,Compression identification,Locate Structures,662,662,1547693943698-video_1.f_CVC,Variant 5,5,Fluxicon Disco
284,Doppler identification,start,R_21_1F,2019-01-17 01:11:00+11:00,R_21_1F,Post,1547693513255,Doppler identification,Locate Structures,663,663,1547693943698-video_1.f_CVC,Variant 5,5,Fluxicon Disco
285,Doppler identification,complete,R_21_1F,2019-01-17 01:11:00+11:00,R_21_1F,Post,1547693513255,Doppler identification,Locate Structures,663,663,1547693943698-video_1.f_CVC,Variant 5,5,Fluxicon Disco
286,Anatomic identification,start,R_21_1F,2019-01-17 01:11:00+11:00,R_21_1F,Post,1547693535105,Anatomic identification,Locate Structures,685,685,1547693943698-video_1.f_CVC,Variant 5,5,Fluxicon Disco
287,Anatomic identification,complete,R_21_1F,2019-01-17 01:11:00+11:00,R_21_1F,Post,1547693535105,Anatomic identification,Locate Structures,685,685,1547693943698-video_1.f_CVC,Variant 5,5,Fluxicon Disco
288,Anesthetize,start,R_21_1F,2019-01-17 01:11:00+11:00,R_21_1F,Post,1547693541013,Anesthetize,Venous puncture,690,693,1547693943698-video_1.f_CVC,Variant 5,5,Fluxicon Disco
289,Anesthetize,complete,R_21_1F,2019-01-17 01:11:00+11:00,R_21_1F,Post,1547693541013,Anesthetize,Venous puncture,690,693,1547693943698-video_1.f_CVC,Variant 5,5,Fluxicon Disco
290,Puncture,start,R_21_1F,2019-01-17 01:11:00+11:00,R_21_1F,Post,1547693551979,Puncture,Venous puncture,701,726,1547693943698-video_1.f_CVC,Variant 5,5,Fluxicon Disco
291,Puncture,complete,R_21_1F,2019-01-17 01:12:00+11:00,R_21_1F,Post,1547693551979,Puncture,Venous puncture,701,726,1547693943698-video_1.f_CVC,Variant 5,5,Fluxicon Disco
292,Blood return,start,R_21_1F,2019-01-17 01:12:00+11:00,R_21_1F,Post,1547693580254,Blood return,Venous puncture,730,730,1547693943698-video_1.f_CVC,Variant 5,5,Fluxicon Disco
293,Blood return,complete,R_21_1F,2019-01-17 01:12:00+11:00,R_21_1F,Post,1547693580254,Blood return,Venous puncture,730,730,1547693943698-video_1.f_CVC,Variant 5,5,Fluxicon Disco
294,Drop probe,start,R_21_1F,2019-01-17 01:12:00+11:00,R_21_1F,Post,1547693582067,Drop probe,Install Guidewire,732,732,1547693943698-video_1.f_CVC,Variant 5,5,Fluxicon Disco
295,Drop probe,complete,R_21_1F,2019-01-17 01:12:00+11:00,R_21_1F,Post,1547693582067,Drop probe,Install Guidewire,732,732,1547693943698-video_1.f_CVC,Variant 5,5,Fluxicon Disco
296,Remove syringe,start,R_21_1F,2019-01-17 01:12:00+11:00,R_21_1F,Post,1547693585245,Remove syringe,Install Guidewire,735,735,1547693943698-video_1.f_CVC,Variant 5,5,Fluxicon Disco
297,Remove syringe,complete,R_21_1F,2019-01-17 01:12:00+11:00,R_21_1F,Post,1547693585245,Remove syringe,Install Guidewire,735,735,1547693943698-video_1.f_CVC,Variant 5,5,Fluxicon Disco
298,Guidewire install,start,R_21_1F,2019-01-17 01:12:00+11:00,R_21_1F,Post,1547693588584,Guidewire install,Install Guidewire,738,783,1547693943698-video_1.f_CVC,Variant 5,5,Fluxicon Disco
299,Guidewire install,complete,R_21_1F,2019-01-17 01:13:00+11:00,R_21_1F,Post,1547693588584,Guidewire install,Install Guidewire,738,783,1547693943698-video_1.f_CVC,Variant 5,5,Fluxicon Disco
300,Remove trocar,start,R_21_1F,2019-01-17 01:13:00+11:00,R_21_1F,Post,1547693635207,Remove trocar,Install Guidewire,785,788,1547693943698-video_1.f_CVC,Variant 5,5,Fluxicon Disco
301,Remove trocar,complete,R_21_1F,2019-01-17 01:13:00+11:00,R_21_1F,Post,1547693635207,Remove trocar,Install Guidewire,785,788,1547693943698-video_1.f_CVC,Variant 5,5,Fluxicon Disco
302,Check wire in short axis,start,R_21_1F,2019-01-17 01:13:00+11:00,R_21_1F,Post,1547693645009,Check wire in short axis,Install Guidewire,794,805,1547693943698-video_1.f_CVC,Variant 5,5,Fluxicon Disco
303,Check wire in short axis,complete,R_21_1F,2019-01-17 01:13:00+11:00,R_21_1F,Post,1547693645009,Check wire in short axis,Install Guidewire,794,805,1547693943698-video_1.f_CVC,Variant 5,5,Fluxicon Disco
304,Check wire in long axis,start,R_21_1F,2019-01-17 01:13:00+11:00,R_21_1F,Post,1547693656881,Check wire in long axis,Install Guidewire,806,818,1547693943698-video_1.f_CVC,Variant 5,5,Fluxicon Disco
305,Check wire in long axis,complete,R_21_1F,2019-01-17 01:13:00+11:00,R_21_1F,Post,1547693656881,Check wire in long axis,Install Guidewire,806,818,1547693943698-video_1.f_CVC,Variant 5,5,Fluxicon Disco
306,Wire in good position,start,R_21_1F,2019-01-17 01:13:00+11:00,R_21_1F,Post,1547693670106,Wire in good position,Install Guidewire,820,820,1547693943698-video_1.f_CVC,Variant 5,5,Fluxicon Disco
307,Wire in good position,complete,R_21_1F,2019-01-17 01:13:00+11:00,R_21_1F,Post,1547693670106,Wire in good position,Install Guidewire,820,820,1547693943698-video_1.f_CVC,Variant 5,5,Fluxicon Disco
308,Widen pathway,start,R_21_1F,2019-01-17 01:13:00+11:00,R_21_1F,Post,1547693705729,Widen pathway,Install Catheter,831,849,1547693943698-video_1.f_CVC,Variant 5,5,Fluxicon Disco
309,Widen pathway,complete,R_21_1F,2019-01-17 01:14:00+11:00,R_21_1F,Post,1547693705729,Widen pathway,Install Catheter,831,849,1547693943698-video_1.f_CVC,Variant 5,5,Fluxicon Disco
310,Advance catheter,start,R_21_1F,2019-01-17 01:14:00+11:00,R_21_1F,Post,1547693727139,Advance catheter,Install Catheter,853,914,1547693943698-video_1.f_CVC,Variant 5,5,Fluxicon Disco
311,Advance catheter,complete,R_21_1F,2019-01-17 01:15:00+11:00,R_21_1F,Post,1547693727139,Advance catheter,Install Catheter,853,914,1547693943698-video_1.f_CVC,Variant 5,5,Fluxicon Disco
312,Remove guidewire,start,R_21_1F,2019-01-17 01:15:00+11:00,R_21_1F,Post,1547693863544,Remove guidewire,Install Catheter,916,953,1547693943698-video_1.f_CVC,Variant 5,5,Fluxicon Disco
313,Remove guidewire,complete,R_21_1F,2019-01-17 01:15:00+11:00,R_21_1F,Post,1547693863544,Remove guidewire,Install Catheter,916,953,1547693943698-video_1.f_CVC,Variant 5,5,Fluxicon Disco
314,Check flow and reflow,start,R_21_1F,2019-01-17 01:15:00+11:00,R_21_1F,Post,1547693906086,Check flow and reflow,Install Catheter,959,976,1547693943698-video_1.f_CVC,Variant 5,5,Fluxicon Disco
315,Check flow and reflow,complete,R_21_1F,2019-01-17 01:16:00+11:00,R_21_1F,Post,1547693906086,Check flow and reflow,Install Catheter,959,976,1547693943698-video_1.f_CVC,Variant 5,5,Fluxicon Disco
316,Check catheter position,start,R_21_1F,2019-01-17 01:16:00+11:00,R_21_1F,Post,1547693925115,Check catheter position,Install Catheter,978,978,1547693943698-video_1.f_CVC,Variant 5,5,Fluxicon Disco
317,Check catheter position,complete,R_21_1F,2019-01-17 01:16:00+11:00,R_21_1F,Post,1547693925115,Check catheter position,Install Catheter,978,978,1547693943698-video_1.f_CVC,Variant 5,5,Fluxicon Disco
318,Get in sterile clothes,start,R_31_1G,2019-01-19 01:00:00+11:00,R_31_1G,Post,1547914122307,Get in sterile clothes,Operator and Patient Preparation,36,52,1547915248799-video_1.g_CVC,Variant 6,6,Fluxicon Disco
319,Get in sterile clothes,complete,R_31_1G,2019-01-19 01:00:00+11:00,R_31_1G,Post,1547914122307,Get in sterile clothes,Operator and Patient Preparation,36,52,1547915248799-video_1.g_CVC,Variant 6,6,Fluxicon Disco
320,Prepare implements,start,R_31_1G,2019-01-19 01:00:00+11:00,R_31_1G,Post,1547914140165,Prepare implements,Operator and Patient Preparation,53,83,1547915248799-video_1.g_CVC,Variant 6,6,Fluxicon Disco
321,Prepare implements,complete,R_31_1G,2019-01-19 01:01:00+11:00,R_31_1G,Post,1547914140165,Prepare implements,Operator and Patient Preparation,53,83,1547915248799-video_1.g_CVC,Variant 6,6,Fluxicon Disco
322,Ultrasound configuration,start,R_31_1G,2019-01-19 01:01:00+11:00,R_31_1G,Post,1547914211629,Ultrasound configuration,Ultrasound Preparation,86,133,1547915248799-video_1.g_CVC,Variant 6,6,Fluxicon Disco
323,Ultrasound configuration,complete,R_31_1G,2019-01-19 01:02:00+11:00,R_31_1G,Post,1547914211629,Ultrasound configuration,Ultrasound Preparation,86,133,1547915248799-video_1.g_CVC,Variant 6,6,Fluxicon Disco
324,Anatomic identification,start,R_31_1G,2019-01-19 01:02:00+11:00,R_31_1G,Post,1547914321272,Anatomic identification,Locate Structures,130,130,1547915248799-video_1.g_CVC,Variant 6,6,Fluxicon Disco
325,Anatomic identification,complete,R_31_1G,2019-01-19 01:02:00+11:00,R_31_1G,Post,1547914321272,Anatomic identification,Locate Structures,130,130,1547915248799-video_1.g_CVC,Variant 6,6,Fluxicon Disco
326,Gel in probe,start,R_31_1G,2019-01-19 01:02:00+11:00,R_31_1G,Post,1547914330274,Gel in probe,Ultrasound Preparation,139,139,1547915248799-video_1.g_CVC,Variant 6,6,Fluxicon Disco
327,Gel in probe,complete,R_31_1G,2019-01-19 01:02:00+11:00,R_31_1G,Post,1547914330274,Gel in probe,Ultrasound Preparation,139,139,1547915248799-video_1.g_CVC,Variant 6,6,Fluxicon Disco
328,Hand washing,start,R_31_1G,2019-01-19 01:02:00+11:00,R_31_1G,Post,1547914350686,Hand washing,Operator and Patient Preparation,159,203,1547915248799-video_1.g_CVC,Variant 6,6,Fluxicon Disco
329,Hand washing,complete,R_31_1G,2019-01-19 01:03:00+11:00,R_31_1G,Post,1547914350686,Hand washing,Operator and Patient Preparation,159,203,1547915248799-video_1.g_CVC,Variant 6,6,Fluxicon Disco
330,Get in sterile clothes,start,R_31_1G,2019-01-19 01:03:00+11:00,R_31_1G,Post,1547914396126,Get in sterile clothes,Operator and Patient Preparation,205,314,1547915248799-video_1.g_CVC,Variant 6,6,Fluxicon Disco
331,Get in sterile clothes,complete,R_31_1G,2019-01-19 01:05:00+11:00,R_31_1G,Post,1547914396126,Get in sterile clothes,Operator and Patient Preparation,205,314,1547915248799-video_1.g_CVC,Variant 6,6,Fluxicon Disco
332,Prepare implements,start,R_31_1G,2019-01-19 01:05:00+11:00,R_31_1G,Post,1547914474447,Prepare implements,Operator and Patient Preparation,315,332,1547915248799-video_1.g_CVC,Variant 6,6,Fluxicon Disco
333,Prepare implements,complete,R_31_1G,2019-01-19 01:05:00+11:00,R_31_1G,Post,1547914474447,Prepare implements,Operator and Patient Preparation,315,332,1547915248799-video_1.g_CVC,Variant 6,6,Fluxicon Disco
334,Clean puncture area,start,R_31_1G,2019-01-19 01:05:00+11:00,R_31_1G,Post,1547914492301,Clean puncture area,Operator and Patient Preparation,333,352,1547915248799-video_1.g_CVC,Variant 6,6,Fluxicon Disco
335,Clean puncture area,complete,R_31_1G,2019-01-19 01:05:00+11:00,R_31_1G,Post,1547914492301,Clean puncture area,Operator and Patient Preparation,333,352,1547915248799-video_1.g_CVC,Variant 6,6,Fluxicon Disco
336,Drap puncture area,start,R_31_1G,2019-01-19 01:05:00+11:00,R_31_1G,Post,1547914513632,Drap puncture area,Operator and Patient Preparation,355,394,1547915248799-video_1.g_CVC,Variant 6,6,Fluxicon Disco
337,Drap puncture area,complete,R_31_1G,2019-01-19 01:06:00+11:00,R_31_1G,Post,1547914513632,Drap puncture area,Operator and Patient Preparation,355,394,1547915248799-video_1.g_CVC,Variant 6,6,Fluxicon Disco
338,Prepare implements,start,R_31_1G,2019-01-19 01:06:00+11:00,R_31_1G,Post,1547914556326,Prepare implements,Operator and Patient Preparation,398,489,1547915248799-video_1.g_CVC,Variant 6,6,Fluxicon Disco
339,Prepare implements,complete,R_31_1G,2019-01-19 01:08:00+11:00,R_31_1G,Post,1547914556326,Prepare implements,Operator and Patient Preparation,398,489,1547915248799-video_1.g_CVC,Variant 6,6,Fluxicon Disco
340,Cover probe,start,R_31_1G,2019-01-19 01:08:00+11:00,R_31_1G,Post,1547914677772,Cover probe,Ultrasound Preparation,502,567,1547915248799-video_1.g_CVC,Variant 6,6,Fluxicon Disco
341,Cover probe,complete,R_31_1G,2019-01-19 01:09:00+11:00,R_31_1G,Post,1547914677772,Cover probe,Ultrasound Preparation,502,567,1547915248799-video_1.g_CVC,Variant 6,6,Fluxicon Disco
342,Put sterile gel,start,R_31_1G,2019-01-19 01:09:00+11:00,R_31_1G,Post,1547914741182,Put sterile gel,Ultrasound Preparation,572,602,1547915248799-video_1.g_CVC,Variant 6,6,Fluxicon Disco
343,Put sterile gel,complete,R_31_1G,2019-01-19 01:10:00+11:00,R_31_1G,Post,1547914741182,Put sterile gel,Ultrasound Preparation,572,602,1547915248799-video_1.g_CVC,Variant 6,6,Fluxicon Disco
344,Position probe,start,R_31_1G,2019-01-19 01:10:00+11:00,R_31_1G,Post,1547914772299,Position probe,Ultrasound Preparation,603,607,1547915248799-video_1.g_CVC,Variant 6,6,Fluxicon Disco
345,Position probe,complete,R_31_1G,2019-01-19 01:10:00+11:00,R_31_1G,Post,1547914772299,Position probe,Ultrasound Preparation,603,607,1547915248799-video_1.g_CVC,Variant 6,6,Fluxicon Disco
346,Prepare implements,start,R_31_1G,2019-01-19 01:10:00+11:00,R_31_1G,Post,1547914796435,Prepare implements,Operator and Patient Preparation,627,676,1547915248799-video_1.g_CVC,Variant 6,6,Fluxicon Disco
347,Prepare implements,complete,R_31_1G,2019-01-19 01:11:00+11:00,R_31_1G,Post,1547914796435,Prepare implements,Operator and Patient Preparation,627,676,1547915248799-video_1.g_CVC,Variant 6,6,Fluxicon Disco
348,Position probe,start,R_31_1G,2019-01-19 01:11:00+11:00,R_31_1G,Post,1547914893183,Position probe,Ultrasound Preparation,687,690,1547915248799-video_1.g_CVC,Variant 6,6,Fluxicon Disco
349,Position probe,complete,R_31_1G,2019-01-19 01:11:00+11:00,R_31_1G,Post,1547914893183,Position probe,Ultrasound Preparation,687,690,1547915248799-video_1.g_CVC,Variant 6,6,Fluxicon Disco
350,Anesthetize,start,R_31_1G,2019-01-19 01:11:00+11:00,R_31_1G,Post,1547914902981,Anesthetize,Venous puncture,697,705,1547915248799-video_1.g_CVC,Variant 6,6,Fluxicon Disco
351,Anesthetize,complete,R_31_1G,2019-01-19 01:11:00+11:00,R_31_1G,Post,1547914902981,Anesthetize,Venous puncture,697,705,1547915248799-video_1.g_CVC,Variant 6,6,Fluxicon Disco
352,Puncture,start,R_31_1G,2019-01-19 01:11:00+11:00,R_31_1G,Post,1547914924607,Puncture,Venous puncture,719,755,1547915248799-video_1.g_CVC,Variant 6,6,Fluxicon Disco
353,Puncture,complete,R_31_1G,2019-01-19 01:12:00+11:00,R_31_1G,Post,1547914924607,Puncture,Venous puncture,719,755,1547915248799-video_1.g_CVC,Variant 6,6,Fluxicon Disco
354,Blood return,start,R_31_1G,2019-01-19 01:12:00+11:00,R_31_1G,Post,1547914958737,Blood return,Venous puncture,753,753,1547915248799-video_1.g_CVC,Variant 6,6,Fluxicon Disco
355,Blood return,complete,R_31_1G,2019-01-19 01:12:00+11:00,R_31_1G,Post,1547914958737,Blood return,Venous puncture,753,753,1547915248799-video_1.g_CVC,Variant 6,6,Fluxicon Disco
356,Drop probe,start,R_31_1G,2019-01-19 01:12:00+11:00,R_31_1G,Post,1547914962322,Drop probe,Install Guidewire,756,756,1547915248799-video_1.g_CVC,Variant 6,6,Fluxicon Disco
357,Drop probe,complete,R_31_1G,2019-01-19 01:12:00+11:00,R_31_1G,Post,1547914962322,Drop probe,Install Guidewire,756,756,1547915248799-video_1.g_CVC,Variant 6,6,Fluxicon Disco
358,Remove syringe,start,R_31_1G,2019-01-19 01:12:00+11:00,R_31_1G,Post,1547914963690,Remove syringe,Install Guidewire,758,760,1547915248799-video_1.g_CVC,Variant 6,6,Fluxicon Disco
359,Remove syringe,complete,R_31_1G,2019-01-19 01:12:00+11:00,R_31_1G,Post,1547914963690,Remove syringe,Install Guidewire,758,760,1547915248799-video_1.g_CVC,Variant 6,6,Fluxicon Disco
360,Guidewire install,start,R_31_1G,2019-01-19 01:12:00+11:00,R_31_1G,Post,1547914968126,Guidewire install,Install Guidewire,762,819,1547915248799-video_1.g_CVC,Variant 6,6,Fluxicon Disco
361,Guidewire install,complete,R_31_1G,2019-01-19 01:13:00+11:00,R_31_1G,Post,1547914968126,Guidewire install,Install Guidewire,762,819,1547915248799-video_1.g_CVC,Variant 6,6,Fluxicon Disco
362,Remove trocar,start,R_31_1G,2019-01-19 01:13:00+11:00,R_31_1G,Post,1547915027918,Remove trocar,Install Guidewire,822,833,1547915248799-video_1.g_CVC,Variant 6,6,Fluxicon Disco
363,Remove trocar,complete,R_31_1G,2019-01-19 01:13:00+11:00,R_31_1G,Post,1547915027918,Remove trocar,Install Guidewire,822,833,1547915248799-video_1.g_CVC,Variant 6,6,Fluxicon Disco
364,Check wire in short axis,start,R_31_1G,2019-01-19 01:13:00+11:00,R_31_1G,Post,1547915042274,Check wire in short axis,Install Guidewire,836,856,1547915248799-video_1.g_CVC,Variant 6,6,Fluxicon Disco
365,Check wire in short axis,complete,R_31_1G,2019-01-19 01:14:00+11:00,R_31_1G,Post,1547915042274,Check wire in short axis,Install Guidewire,836,856,1547915248799-video_1.g_CVC,Variant 6,6,Fluxicon Disco
366,Check wire in long axis,start,R_31_1G,2019-01-19 01:14:00+11:00,R_31_1G,Post,1547915063103,Check wire in long axis,Install Guidewire,857,872,1547915248799-video_1.g_CVC,Variant 6,6,Fluxicon Disco
367,Check wire in long axis,complete,R_31_1G,2019-01-19 01:14:00+11:00,R_31_1G,Post,1547915063103,Check wire in long axis,Install Guidewire,857,872,1547915248799-video_1.g_CVC,Variant 6,6,Fluxicon Disco
368,Wire in good position,start,R_31_1G,2019-01-19 01:14:00+11:00,R_31_1G,Post,1547915078964,Wire in good position,Install Guidewire,873,873,1547915248799-video_1.g_CVC,Variant 6,6,Fluxicon Disco
369,Wire in good position,complete,R_31_1G,2019-01-19 01:14:00+11:00,R_31_1G,Post,1547915078964,Wire in good position,Install Guidewire,873,873,1547915248799-video_1.g_CVC,Variant 6,6,Fluxicon Disco
370,Widen pathway,start,R_31_1G,2019-01-19 01:14:00+11:00,R_31_1G,Post,1547915083388,Widen pathway,Install Catheter,877,904,1547915248799-video_1.g_CVC,Variant 6,6,Fluxicon Disco
371,Widen pathway,complete,R_31_1G,2019-01-19 01:15:00+11:00,R_31_1G,Post,1547915083388,Widen pathway,Install Catheter,877,904,1547915248799-video_1.g_CVC,Variant 6,6,Fluxicon Disco
372,Advance catheter,start,R_31_1G,2019-01-19 01:15:00+11:00,R_31_1G,Post,1547915116347,Advance catheter,Install Catheter,910,989,1547915248799-video_1.g_CVC,Variant 6,6,Fluxicon Disco
373,Advance catheter,complete,R_31_1G,2019-01-19 01:16:00+11:00,R_31_1G,Post,1547915116347,Advance catheter,Install Catheter,910,989,1547915248799-video_1.g_CVC,Variant 6,6,Fluxicon Disco
374,Remove guidewire,start,R_31_1G,2019-01-19 01:16:00+11:00,R_31_1G,Post,1547915195698,Remove guidewire,Install Catheter,990,999,1547915248799-video_1.g_CVC,Variant 6,6,Fluxicon Disco
375,Remove guidewire,complete,R_31_1G,2019-01-19 01:16:00+11:00,R_31_1G,Post,1547915195698,Remove guidewire,Install Catheter,990,999,1547915248799-video_1.g_CVC,Variant 6,6,Fluxicon Disco
376,Check flow and reflow,start,R_31_1G,2019-01-19 01:16:00+11:00,R_31_1G,Post,1547915207601,Check flow and reflow,Install Catheter,1002,1015,1547915248799-video_1.g_CVC,Variant 6,6,Fluxicon Disco
377,Check flow and reflow,complete,R_31_1G,2019-01-19 01:16:00+11:00,R_31_1G,Post,1547915207601,Check flow and reflow,Install Catheter,1002,1015,1547915248799-video_1.g_CVC,Variant 6,6,Fluxicon Disco
378,Check catheter position,start,R_31_1G,2019-01-19 01:16:00+11:00,R_31_1G,Post,1547915222311,Check catheter position,Install Catheter,1016,1019,1547915248799-video_1.g_CVC,Variant 6,6,Fluxicon Disco
379,Check catheter position,complete,R_31_1G,2019-01-19 01:16:00+11:00,R_31_1G,Post,1547915222311,Check catheter position,Install Catheter,1016,1019,1547915248799-video_1.g_CVC,Variant 6,6,Fluxicon Disco
380,Prepare implements,start,R_32_1H,2019-01-17 01:00:00+11:00,R_32_1H,Post,1547696704397,Prepare implements,Operator and Patient Preparation,23,50,1547698148253-video_1.h_CVC,Variant 7,7,Fluxicon Disco
381,Prepare implements,complete,R_32_1H,2019-01-17 01:00:00+11:00,R_32_1H,Post,1547696704397,Prepare implements,Operator and Patient Preparation,23,50,1547698148253-video_1.h_CVC,Variant 7,7,Fluxicon Disco
382,Get in sterile clothes,start,R_32_1H,2019-01-17 01:00:00+11:00,R_32_1H,Post,1547696727067,Get in sterile clothes,Operator and Patient Preparation,52,82,1547698148253-video_1.h_CVC,Variant 7,7,Fluxicon Disco
383,Get in sterile clothes,complete,R_32_1H,2019-01-17 01:01:00+11:00,R_32_1H,Post,1547696727067,Get in sterile clothes,Operator and Patient Preparation,52,82,1547698148253-video_1.h_CVC,Variant 7,7,Fluxicon Disco
384,Ultrasound configuration,start,R_32_1H,2019-01-17 01:01:00+11:00,R_32_1H,Post,1547696790228,Ultrasound configuration,Ultrasound Preparation,83,185,1547698148253-video_1.h_CVC,Variant 7,7,Fluxicon Disco
385,Ultrasound configuration,complete,R_32_1H,2019-01-17 01:03:00+11:00,R_32_1H,Post,1547696790228,Ultrasound configuration,Ultrasound Preparation,83,185,1547698148253-video_1.h_CVC,Variant 7,7,Fluxicon Disco
386,Prepare implements,start,R_32_1H,2019-01-17 01:03:00+11:00,R_32_1H,Post,1547696953940,Prepare implements,Operator and Patient Preparation,209,209,1547698148253-video_1.h_CVC,Variant 7,7,Fluxicon Disco
387,Prepare implements,complete,R_32_1H,2019-01-17 01:03:00+11:00,R_32_1H,Post,1547696953940,Prepare implements,Operator and Patient Preparation,209,209,1547698148253-video_1.h_CVC,Variant 7,7,Fluxicon Disco
388,Get in sterile clothes,start,R_32_1H,2019-01-17 01:03:00+11:00,R_32_1H,Post,1547696962050,Get in sterile clothes,Operator and Patient Preparation,218,304,1547698148253-video_1.h_CVC,Variant 7,7,Fluxicon Disco
389,Hand washing,start,R_32_1H,2019-01-17 01:03:00+11:00,R_32_1H,Post,1547696977579,Hand washing,Operator and Patient Preparation,233,245,1547698148253-video_1.h_CVC,Variant 7,7,Fluxicon Disco
390,Hand washing,complete,R_32_1H,2019-01-17 01:04:00+11:00,R_32_1H,Post,1547696977579,Hand washing,Operator and Patient Preparation,233,245,1547698148253-video_1.h_CVC,Variant 7,7,Fluxicon Disco
391,Get in sterile clothes,complete,R_32_1H,2019-01-17 01:05:00+11:00,R_32_1H,Post,1547696962050,Get in sterile clothes,Operator and Patient Preparation,218,304,1547698148253-video_1.h_CVC,Variant 7,7,Fluxicon Disco
392,Prepare implements,start,R_32_1H,2019-01-17 01:05:00+11:00,R_32_1H,Post,1547697036260,Prepare implements,Operator and Patient Preparation,306,333,1547698148253-video_1.h_CVC,Variant 7,7,Fluxicon Disco
